Date,Adj Close,Close,High,Low,Open,Volume,Stock,Daily_Return,Price_Range,SMA_10,SMA_20,Volatility,Predicted_Close,Signal,Strategy_Return,Cumulative_Market,Cumulative_Strategy
2025-01-31,234.2996826171875,236.0,247.19000244140625,233.44000244140625,247.19000244140625,100959800,AAPL,-0.006692185539787787,13.75,230.3959991455078,234.5869995117188,0.0196154113613631,237.90547928250157,BUY,-0.006692185539787787,0.963265306122449,0.9821187305772252
2025-02-03,226.36724853515625,228.009994506836,231.8300018310547,225.6999969482422,229.9900054931641,73063300,AAPL,-0.03385595547950848,6.1300048828125,230.1989990234375,233.7949989318848,0.0227834499074308,227.00785130480415,HOLD,0.0,0.9306530388034122,0.9821187305772252
2025-02-04,231.1227569580078,232.8000030517578,233.1300048828125,226.6499938964844,227.25,45067300,AAPL,0.02100788851507218,6.480010986328097,231.21499938964843,233.2669990539551,0.0207651508496566,231.80961592756796,HOLD,0.0,0.9502040940888075,0.9821187305772252
2025-02-05,230.7951202392578,232.47000122070312,232.6699981689453,228.2700042724609,228.52999877929688,39620300,AAPL,-0.0014175336199687694,4.399993896484403,232.0789993286133,232.64049911499023,0.0208505116466875,231.14339059171516,HOLD,0.0,0.9488571478396046,0.9821187305772252
2025-02-06,231.53973388671875,233.22000122070312,233.8000030517578,230.42999267578125,231.2899932861328,29925300,AAPL,0.00322622272147699,3.3700103759765625,233.03499908447264,232.19099884033204,0.0207876458866632,232.69068334829137,HOLD,0.0,0.9519183723294006,0.9821187305772252
2025-02-07,225.989974975586,227.6300048828125,234.0,227.259994506836,232.6000061035156,39707200,AAPL,-0.023968769010513147,6.740005493164034,233.5199996948242,231.4374992370605,0.0225680230167333,229.4543319373563,BUY,-0.023968769010513147,0.9291020607461735,0.9585785535831213
2025-02-10,226.2583465576172,227.6499938964844,230.58999633789065,227.1999969482422,229.57000732421875,33115600,AAPL,8.781361526666309e-05,3.389999389648466,233.2989990234375,230.97749862670892,0.0200681375069589,229.16217594726302,BUY,8.781361526666309e-05,0.9291836485570794,0.9586627298314285
2025-02-11,231.19793701171875,232.6199951171875,235.22999572753903,228.1300048828125,228.1999969482422,53718400,AAPL,0.021831765227118938,7.099990844726534,232.73499908447263,230.8884986877441,0.0173877475579602,233.9186487329975,BUY,0.021831765227118938,0.9494693678252553,0.9795920294810972
2025-02-12,235.4219665527344,236.8699951171875,236.9600067138672,230.67999267578125,231.1999969482422,45243300,AAPL,0.018270140526221557,6.2800140380859375,232.48599853515623,231.06799850463867,0.0184885717870312,235.5125893324395,HOLD,0.0,0.9668163066007655,0.9795920294810972
2025-02-13,240.0534820556641,241.52999877929688,242.33999633789065,235.57000732421875,236.9100036621093,53614100,AAPL,0.01967325435120615,6.769989013671903,232.87999877929687,231.25099868774413,0.0193899823876425,240.2830616185848,HOLD,0.0,0.985836729711416,0.9795920294810972
2025-02-14,243.104736328125,244.6000061035156,245.5500030517578,240.9900054931641,241.25,40896200,AAPL,0.012710666748373622,4.559997558593722,233.73999938964843,232.06799926757813,0.0194147423305319,244.01569334248003,HOLD,0.0,0.9983673718510843,0.9795920294810972
2025-02-18,242.9755096435547,244.47000122070312,245.17999267578125,241.83999633789065,244.1499938964844,48822500,AAPL,-0.0005314999164695022,3.3399963378905966,235.3860000610352,232.7924995422364,0.0144722911121818,242.98896992099765,HOLD,0.0,0.9978367396763396,0.9795920294810972
2025-02-19,243.3730926513672,244.8699951171875,246.009994506836,243.1600036621093,244.6600036621093,32204200,AAPL,0.001636167605379324,2.84999084472662,236.5929992675781,233.90399932861328,0.0136768103001228,244.35057959015418,HOLD,0.0,0.9994693678252553,0.9795920294810972
2025-02-20,244.3271942138672,245.8300018310547,246.77999877929688,244.2899932861328,244.94000244140625,32316900,AAPL,0.003920475080696484,2.4900054931640625,237.9289993286133,235.00399932861328,0.0134948821548082,245.59296648820242,HOLD,0.0,1.0033877625757337,0.9795920294810972
2025-02-21,244.0489044189453,245.5500030517578,248.69000244140625,245.22000122070312,245.9499969482422,53197400,AAPL,-0.001138993520771736,3.470001220703125,239.1619995117188,236.0984992980957,0.0136529517974745,246.85191240921748,BUY,-0.001138993520771736,1.0022449104153384,0.9784762805065187
2025-02-24,245.58946228027344,247.1000061035156,248.8600006103516,244.4199981689453,244.92999267578125,51326400,AAPL,0.006312372357947238,4.440002441406278,241.10899963378907,237.31449966430665,0.0090269943071269,247.26383058034713,BUY,0.006312372357947238,1.0085714534837376,0.984652787132495
2025-02-25,245.52978515625,247.0399932861328,250.0,244.9100036621093,248.0,48013300,AAPL,-0.00024286853865007618,5.089996337890653,243.0479995727539,238.1734992980957,0.0090608696552405,247.31093970559112,BUY,-0.00024286853865007618,1.0083265032087059,0.9844136459490065
2025-02-26,238.890625,240.3600006103516,244.97999572753903,239.1300048828125,244.3300018310547,44433600,AAPL,-0.02704012652738441,5.849990844726534,243.8220001220703,238.27849960327148,0.0131673195452411,240.6224053376982,BUY,-0.02704012652738441,0.9810612269810274,0.9577949764072615
2025-02-27,235.84933471679688,237.3000030517578,242.4600067138672,237.0599975585937,239.4100036621093,41153600,AAPL,-0.012730893454915404,5.400009155273466,243.86500091552733,238.1754997253418,0.0129130180966416,239.80547425945892,BUY,-0.012730893454915404,0.9685714410275833,0.9456013906109675
2025-02-28,240.36160278320312,241.83999633789065,242.08999633789065,230.1999969482422,236.9499969482422,56833400,AAPL,0.019131872009047646,11.889999389648466,243.8960006713868,238.38799972534176,0.0128233932135038,237.79390389886058,HOLD,0.0,0.9871020258689419,0.9456013906109675
2025-03-03,236.57489013671875,238.02999877929688,244.02999877929688,236.1100006103516,241.7899932861328,47184000,AAPL,-0.01575420780800285,7.919998168945284,243.23899993896484,238.48949966430663,0.0128974780744841,239.44703172885903,BUY,-0.01575420780800285,0.971551015425702,0.9307041897997458
2025-03-04,234.4877166748047,235.92999267578125,240.07000732421875,234.67999267578125,237.7100067138672,53798100,AAPL,-0.00882244302938795,5.3900146484375,242.38499908447267,238.8854995727539,0.0130125785443908,237.40011033657316,BUY,-0.00882244302938795,0.9629795619419648,0.9224931051080248
2025-03-05,234.29888916015625,235.7400054931641,236.5500030517578,229.22999572753903,235.4199981689453,47227600,AAPL,-0.0008052693108766551,7.320007324218778,241.4720001220703,239.03249969482425,0.0129287044834342,233.00487838060369,HOLD,0.0,0.9622041040537315,0.9224931051080248
2025-03-06,233.8914031982422,235.3300018310547,237.8600006103516,233.1600036621093,234.44000244140625,45170400,AAPL,-0.0017392197020258404,4.699996948242244,240.4220001220703,239.1754997253418,0.01267867797926,236.17902971193925,BUY,-0.0017392197020258404,0.9605306197185911,0.920888686924638
2025-03-07,237.6085357666016,239.07000732421875,241.3699951171875,234.759994506836,235.1100006103516,46273600,AAPL,0.015892599600832114,6.610000610351534,239.7740005493164,239.4680000305176,0.0142005541596915,239.90545697775,BUY,0.015892599600832114,0.9757959482621178,0.9355240021028673
2025-03-10,226.08938598632807,227.47999572753903,236.1600036621093,224.22000122070312,235.5399932861328,72071200,AAPL,-0.04847957184759577,11.940002441406222,237.8119995117188,239.46049957275392,0.0198393610914493,227.31613471937789,HOLD,0.0,0.9284897784797516,0.9355240021028673
2025-03-11,219.489974975586,220.83999633789065,225.83999633789065,217.4499969482422,223.8099975585937,76137400,AAPL,-0.029189377151217055,8.389999389648466,235.1919998168945,239.11999969482423,0.0206666999557312,220.6477419100608,HOLD,0.0,0.9013877401546562,0.9355240021028673
2025-03-12,215.653549194336,216.97999572753903,221.75,214.9100036621093,220.13999938964844,62547500,AAPL,-0.017478720677235104,6.839996337890653,232.85399932861327,238.3379997253418,0.0200518007449644,217.97883266702036,BUY,-0.017478720677235104,0.8856326356226087,0.9191722393832622
2025-03-13,208.398178100586,209.67999267578125,216.83999633789065,208.4199981689453,215.9499969482422,61368300,AAPL,-0.03364366852013567,8.419998168945341,230.0919982910156,236.97849960327147,0.021412890406712,211.3441083267281,BUY,-0.03364366852013567,0.8558367047991076,0.8882479132485409
2025-03-14,212.1849060058593,213.4900054931641,213.9499969482422,209.5800018310547,211.25,60107600,AAPL,0.018170607356297053,4.3699951171875,227.25699920654296,235.57649993896484,0.0212587651172033,213.58983659768873,BUY,0.018170607356297053,0.8713877775231192,0.9043879173152304
2025-03-17,212.6917724609375,214.0,215.22000122070312,209.97000122070312,213.3099975585937,48073400,AAPL,0.002388844881322738,5.25,224.85399932861327,234.04649963378907,0.021690125449159,213.22891690486603,HOLD,0.0,0.8734693877551025,0.9043879173152304
2025-03-18,211.3897857666016,212.69000244140625,215.1499938964844,211.4900054931641,214.1600036621093,42432400,AAPL,-0.006121483918662407,3.659988403320313,222.53000030517572,232.4574996948242,0.0217283293713669,213.2873311539253,BUY,-0.006121483918662407,0.8681224589445158,0.8988517212231526
2025-03-19,213.9242248535156,215.2400054931641,218.759994506836,213.75,214.22000122070312,54385400,AAPL,0.011989294383784488,5.009994506835966,220.4800003051758,230.97600021362305,0.0226918266129124,217.52307023927668,BUY,0.011989294383784488,0.8785306346659765,0.9096283191162684
2025-03-20,212.79116821289065,214.1000061035156,217.4900054931641,212.22000122070312,213.9900054931641,48862900,AAPL,-0.005296410335227875,5.270004272460966,218.35700073242188,229.3895004272461,0.0225961555727171,214.98937069901,BUY,-0.005296410335227875,0.8738775759327173,0.904810554285685
2025-03-21,216.93569946289065,218.2700042724609,218.83999633789065,211.27999877929688,211.5599975585937,94127800,AAPL,0.019476870855058115,7.559997558593778,216.2770004272461,228.02550048828124,0.0230616311833248,216.84040103441777,HOLD,0.0,0.8908979766222901,0.904810554285685
2025-03-24,219.38064575195312,220.72999572753903,221.47999572753903,218.5800018310547,221.0,44299500,AAPL,0.011270405492856295,2.8999938964843466,215.60200042724608,226.7069999694824,0.0190324006456958,219.92346370287825,HOLD,0.0,0.9009387580715885,0.904810554285685
2025-03-25,222.3821716308593,223.75,224.1000061035156,220.0800018310547,220.7700042724609,34493600,AAPL,0.013681893403326706,4.020004272460909,215.89300079345705,225.5425003051758,0.0171764295479352,222.68705066950392,HOLD,0.0,0.9132653061224495,0.904810554285685
2025-03-26,220.17575073242188,221.52999877929688,225.0200042724609,220.47000122070312,223.509994506836,34466100,AAPL,-0.009921793165153625,4.550003051757784,216.3480010986328,224.60100021362305,0.0164001095755386,221.7399330363429,BUY,-0.009921793165153625,0.9042040766501919,0.8958332111124144
2025-03-27,222.4815826416016,223.8500061035156,224.9900054931641,220.5599975585937,221.38999938964844,37094800,AAPL,0.010472655337889769,4.430007934570369,217.76500244140624,223.92850036621093,0.0105922591852434,223.395300982341,HOLD,0.0,0.9136734943000642,0.8958332111124144
2025-03-28,216.56793212890625,217.8999938964844,223.8099975585937,217.67999267578125,221.6699981689453,39818600,AAPL,-0.026580353115021604,6.130004882812472,218.20600128173828,222.73150024414065,0.0140536593078451,219.26963789926836,BUY,-0.026580353115021604,0.8893877301897328,0.8720216480288827
2025-03-31,220.7721099853516,222.1300048828125,225.6199951171875,216.22999572753903,217.009994506836,65299300,AAPL,0.019412625538381745,9.389999389648466,219.0190017700196,221.9365005493164,0.0150812070969728,222.96315250508897,BUY,0.019412625538381745,0.9066530811543374,0.8889498777434299
2025-04-01,221.8256072998047,223.19000244140625,223.67999267578125,218.8999938964844,219.8099975585937,36412700,AAPL,0.0047719692760685994,4.779998779296847,220.06900177001955,221.29950103759765,0.0146696642506385,221.99360141224287,HOLD,0.0,0.9109796018016588,0.8889498777434299
2025-04-02,222.52130126953125,223.88999938964844,225.19000244140625,221.0200042724609,221.32000732421875,35905900,AAPL,0.003136327526256366,4.169998168945341,220.934001159668,220.70700073242188,0.0144618160842483,223.7612473471807,HOLD,0.0,0.9138367322026474,0.8889498777434299
2025-04-03,201.94786071777344,203.19000244140625,207.4900054931641,201.25,205.5399932861328,103419000,AAPL,-0.09245610346452682,6.240005493164091,219.84300079345704,219.10000076293943,0.0339073361910134,200.70464189948706,HOLD,0.0,0.8293469487404344,0.8889498777434299
2025-04-04,187.2283935546875,188.3800048828125,199.8800048828125,187.33999633789065,193.88999938964844,125910900,AAPL,-0.07288743235713335,12.540008544921848,216.8540008544922,216.56550064086915,0.0388217313904075,191.7061395886786,BUY,-0.07288743235713335,0.768897979113521,0.8241566036605237
2025-04-07,180.3507080078125,181.4600067138672,194.1499938964844,174.6199951171875,177.1999969482422,160466300,AAPL,-0.036734249865053914,19.529998779296903,212.927001953125,214.2645011901856,0.0383269446675957,186.55000259686167,BUY,-0.036734249865053914,0.7406530886280299,0.7938818290537238
2025-04-08,171.365966796875,172.4199981689453,190.33999633789065,169.2100067138672,186.6999969482422,120859500,AAPL,-0.049818186985832624,21.129989624023462,207.79400177001952,211.84350128173827,0.0376176584613245,177.77868044708697,BUY,-0.049818186985832624,0.7037550945671243,0.7543320756492706
2025-04-09,197.63438415527344,198.8500061035156,200.6100006103516,171.88999938964844,171.9499969482422,184395900,AAPL,0.15328852926139636,28.72000122070316,205.5260025024414,210.9370018005371,0.068028763474193,198.72456289225707,HOLD,0.0,0.8116326779735337,0.7543320756492706
2025-04-10,189.2559356689453,190.4199981689453,194.77999877929688,183.0,189.07000732421875,121880000,AAPL,-0.04239380274487825,11.779998779296877,202.1830017089844,209.9740020751953,0.0684229015748518,187.62860151416638,HOLD,0.0,0.7772244823222264,0.7543320756492706
2025-04-11,196.93865966796875,198.1499938964844,199.5399932861328,186.0599975585937,186.1000061035156,87435900,AAPL,0.04059445332354672,13.479995727539093,200.2080017089844,209.2070014953613,0.0703244756752242,196.97881153641168,HOLD,0.0,0.8087754852917738,0.7543320756492706
2025-04-14,201.28195190429688,202.5200042724609,212.94000244140625,201.1600036621093,211.44000244140625,101352900,AAPL,0.02205405253890369,11.779998779296903,198.2470016479492,208.6330017089844,0.0704408582498088,206.41315845806307,BUY,0.02205405253890369,0.8266122623365759,0.7709681548774199
2025-04-15,200.9042816162109,202.13999938964844,203.509994506836,199.8000030517578,201.8600006103516,51343900,AAPL,-0.0018763819612666044,3.7099914550781534,196.14200134277343,208.1055015563965,0.0703482541670704,200.98028213162135,HOLD,0.0,0.8250612219985658,0.7709681548774199
2025-04-16,193.0823974609375,194.2700042724609,200.6999969482422,192.3699951171875,198.3600006103516,59732400,AAPL,-0.03893338844835548,8.330001831054688,193.18000183105468,207.05700149536133,0.0708834908448039,193.95997121772564,HOLD,0.0,0.7929387929488207,0.7709681548774199
2025-04-17,195.77584838867188,196.97999572753903,198.8300018310547,194.4199981689453,197.1999969482422,52164700,AAPL,0.013949613401343264,4.410003662109375,192.559001159668,206.2010009765625,0.0652093900294534,196.6802227120415,HOLD,0.0,0.8039999825613846,0.7709681548774199
2025-04-21,191.97918701171875,193.1600036621093,193.8000030517578,189.8099975585937,193.2700042724609,46742500,AAPL,-0.019392791899099815,3.990005493164091,193.0370010375977,204.9455009460449,0.0607217697355168,190.42791240104097,HOLD,0.0,0.7884081782126918,0.7709681548774199
2025-04-22,198.5189666748047,199.7400054931641,201.58999633789065,195.97000122070312,196.1199951171875,52976400,AAPL,0.034065032648089355,5.619995117187528,194.86500091552733,203.89600143432617,0.0595512154103717,200.76019228667516,BUY,0.034065032648089355,0.8152653285435278,0.7972312102439564
2025-04-23,203.3492431640625,204.6000061035156,208.0,202.8000030517578,206.0,52929200,AAPL,0.024331633507028494,5.199996948242188,198.0830017089844,202.938501739502,0.0556011498058691,205.95360844140146,BUY,0.024331633507028494,0.8351020657286361,0.8166291478719772
2025-04-24,207.09619140625,208.3699951171875,208.8300018310547,202.94000244140625,204.88999938964844,47311000,AAPL,0.01842614321215863,5.8899993896484375,199.0350006103516,202.28050155639647,0.0295431717774522,206.72346668419263,HOLD,0.0,0.8504897759885215,0.8166291478719772
2025-04-25,208.00064086914065,209.27999877929688,209.75,206.1999969482422,206.3699951171875,38222300,AAPL,0.0043672490446504675,3.5500030517578125,200.9210006713867,201.5520011901856,0.0244564186864972,208.29802355270584,HOLD,0.0,0.8542040766501924,0.8166291478719772
2025-04-28,208.8553771972656,210.13999938964844,211.5,207.4600067138672,210.0,38743100,AAPL,0.0041093301575299,4.0399932861328125,202.1200012207032,201.1640014648437,0.0219367598801762,209.2755273273974,HOLD,0.0,0.857714283223056,0.8166291478719772
2025-04-29,209.91883850097656,211.2100067138672,212.2400054931641,208.3699951171875,208.69000244140625,36827600,AAPL,0.005091878401668248,3.870010375976591,202.9890014648437,200.61800155639648,0.0212107069430193,210.72799787993597,HOLD,0.0,0.8620816600566018,0.8166291478719772
2025-04-30,211.20095825195312,212.5,213.5800018310547,206.6699981689453,209.3000030517578,52286500,AAPL,0.006107633374967891,6.910003662109375,204.0250015258789,200.08350143432617,0.0210975894505774,210.56572107762324,HOLD,0.0,0.8673469387755113,0.8166291478719772
2025-05-01,212.0159606933593,213.32000732421875,214.5599975585937,208.8999938964844,209.0800018310547,57365700,AAPL,0.0038588579963234615,5.660003662109318,205.93000183105468,199.55500183105468,0.014437037984097,212.55011486743376,HOLD,0.0,0.8706939074457918,0.8166291478719772
2025-05-02,204.0946655273437,205.3500061035156,206.9900054931641,202.1600036621093,206.08999633789065,101010600,AAPL,-0.03736171454649251,4.830001831054744,206.7670028686524,199.66300201416016,0.0205153383829597,202.71110222629372,HOLD,0.0,0.8381632902184319,0.8166291478719772
2025-05-05,197.6741638183593,198.88999938964844,204.1000061035156,198.2100067138672,203.1000061035156,69018500,AAPL,-0.03145851727226501,5.889999389648409,207.34000244140623,200.188501739502,0.0223411247894211,199.82035260305244,BUY,-0.03145851727226501,0.8117959158761169,0.7909392057186115
2025-05-06,197.2964782714844,198.509994506836,200.6499938964844,197.0200042724609,198.2100067138672,51216500,AAPL,-0.0019106284075549596,3.6299896240234943,207.21700134277344,201.0410011291504,0.019530172148685,199.62078906468716,BUY,-0.0019106284075549596,0.8102448755381069,0.7894280148035167
2025-05-07,195.05029296875,196.25,199.44000244140625,193.25,199.1699981689453,68536700,AAPL,-0.011384789528862571,6.19000244140625,206.3820007324219,202.2325012207031,0.0176734720080589,195.90853767672,HOLD,0.0,0.801020408163266,0.7894280148035167
2025-05-08,196.28271484375,197.4900054931641,200.0500030517578,194.67999267578125,197.72000122070312,50478900,AAPL,0.006318499328224592,5.3700103759765625,205.29400177001952,202.16450119018555,0.0163288098319464,198.2719854100555,BUY,0.006318499328224592,0.8060816550741399,0.7944160151847344
2025-05-09,197.3163452148437,198.52999877929688,200.5399932861328,197.5399932861328,199.0,36453900,AAPL,0.0052660552797887394,3.0,204.2190017700196,202.57000122070312,0.0163898433386288,199.75904391902006,BUY,0.0052660552797887394,0.8103265256297839,0.7985994538358466
2025-05-12,209.776107788086,210.7899932861328,211.2700042724609,206.75,210.97000122070312,63775800,AAPL,0.06175386381009962,4.520004272460909,204.284001159668,203.2020011901856,0.0268207431124353,211.21303389760297,BUY,0.06175386381009962,0.8603673195352368,0.8479160557468455
2025-05-13,211.9058380126953,212.92999267578125,213.3999938964844,209.0,210.42999267578125,51909300,AAPL,0.010152281691776288,4.399993896484403,204.45599975585932,203.7225006103516,0.0269616892006125,211.6086413486182,HOLD,0.0,0.869102010921557,0.8479160557468455
2025-05-14,211.3087158203125,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800,AAPL,-0.0028177845553216674,3.3600006103515625,204.43899993896488,204.23200073242188,0.0269264640100562,211.71504202590847,HOLD,0.0,0.8666530686981833,0.8479160557468455
2025-05-15,210.43296813964844,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500,AAPL,-0.004144515024837148,3.420013427734375,204.2519989013672,205.0910003662109,0.0269259445858201,210.8078311714782,HOLD,0.0,0.8630612120336424,0.8479160557468455
2025-05-16,210.243881225586,211.259994506836,212.57000732421875,209.7700042724609,212.3600006103516,54737900,AAPL,-0.0008985691376136584,2.800003051757841,204.8429977416992,205.80500030517572,0.0236590545928969,210.48434640392117,HOLD,0.0,0.8622856918646375,0.8479160557468455
2025-05-19,207.7757873535156,208.77999877929688,209.47999572753903,204.259994506836,207.9100036621093,46140500,AAPL,-0.011739069355409248,5.220001220703068,205.83199768066407,206.58600006103515,0.0211483343985056,206.1553833756673,HOLD,0.0,0.8521632603236615,0.8479160557468455
2025-05-20,205.8650360107422,206.8600006103516,208.47000122070312,205.02999877929688,207.6699981689453,42496600,AAPL,-0.009196274452395903,3.44000244140625,206.66699829101563,206.9419998168945,0.021537061811544,206.19055821458605,HOLD,0.0,0.8443265331034766,0.8479160557468455
2025-05-21,201.1179656982422,202.08999633789065,207.0399932861328,200.7100067138672,205.1699981689453,59211800,AAPL,-0.02305909435553888,6.329986572265625,207.2509979248047,206.81649932861328,0.0227649996150061,202.85081174748535,BUY,-0.02305909435553888,0.8248571279097585,0.8283638794118026
2025-05-22,200.39149475097656,201.3600006103516,202.75,199.6999969482422,200.7100067138672,46742400,AAPL,-0.003612230891026025,3.0500030517578125,207.63799743652345,206.46599960327148,0.0228285937083995,201.67586468549607,BUY,-0.003612230891026025,0.8218775535116398,0.825371637817581
2025-05-23,194.330795288086,195.2700042724609,197.6999969482422,193.4600067138672,193.6699981689453,78432900,AAPL,-0.03024432021966139,4.239990234375,207.31199798583984,205.7654998779297,0.0249562712082298,195.42111074792237,BUY,-0.03024432021966139,0.7970204256018819,0.8004088337031997
2025-05-27,199.24703979492188,200.2100067138672,200.7400054931641,197.42999267578125,198.3000030517578,56288500,AAPL,0.025298316860348224,3.310012817382841,206.25399932861328,205.2690002441406,0.0156284809233651,200.98958449231034,BUY,0.025298316860348224,0.8171837008729279,0.820657829996045
2025-05-28,199.45602416992188,200.4199981689453,202.72999572753903,199.8999938964844,200.58999633789065,45339700,AAPL,0.0010488559414427723,2.8300018310546307,205.00299987792968,204.72949981689453,0.0148939915337247,201.87088726658692,BUY,0.0010488559414427723,0.8180408088528387,0.8215185818369278
2025-05-29,198.98825073242188,199.9499969482422,203.8099975585937,198.509994506836,203.5800018310547,51396800,AAPL,-0.0023450814539321962,5.300003051757756,203.76499938964844,204.10199966430665,0.0149057348427584,200.7480473960563,BUY,-0.0023450814539321962,0.8161224365234382,0.8195920538466014
2025-05-30,199.8839263916016,200.8500061035156,201.9600067138672,196.77999877929688,199.3699951171875,70819900,AAPL,0.0045011711378339925,5.1800079345703125,202.7050003051758,203.47849960327147,0.0152645902796468,199.87637824122035,HOLD,0.0,0.8197959432796562,0.8195920538466014
2025-06-02,200.7298278808593,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300,AAPL,0.004231968229508221,2.010009765625,201.7490005493164,203.2959991455078,0.0155030371026091,201.64242840288512,HOLD,0.0,0.8232652936662954,0.8195920538466014
2025-06-03,202.2923126220703,203.2700042724609,203.7700042724609,200.9600067138672,201.3500061035156,46381600,AAPL,0.0077838738124602624,2.8099975585937216,201.1980010986328,203.51499938964844,0.0157195007127076,202.971230980138,HOLD,0.0,0.8296734868263719,0.8195920538466014
2025-06-04,201.844467163086,202.82000732421875,206.2400054931641,202.1000061035156,202.9100036621093,43604000,AAPL,-0.0022137892398476078,4.139999389648494,200.79400177001952,203.7305000305176,0.0155460552478922,204.29227961861653,BUY,-0.0022137892398476078,0.8278367645886489,0.8177776497767312
